protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005081003743_Drosophila_kikkawai_part3_of3,B4KE22_Drosophila_mojavensisREF_part1_of1,0.85084,0.7903225806451613,3.32106454,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005081003743_Drosophila_kikkawai_part3_of3,P005064008787_Drosophila_albomicans_part1_of2,0.88466,0.4860557768924303,1.179071899,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005064008787_Drosophila_albomicans_part2_of2,0.87115,0.5403225806451613,1.3932111310000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005064013138_Drosophila_albomicans_part1_of1,0.84767,0.6929460580912863,2.577403447,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005065001328_Drosophila_ananassae_part1_of2,0.88892,0.4136546184738956,0.660836349,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005065001328_Drosophila_ananassae_part2_of2,0.86768,0.7119341563786008,2.367631207,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081003743_Drosophila_kikkawai_part3_of3,P005065003751_Drosophila_ananassae_part1_of1,0.84036,0.7107438016528926,2.542000699,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005066011807_Drosophila_arizonae_part1_of2,0.8708,0.7053941908713692,2.681413083,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005066011807_Drosophila_arizonae_part2_of2,0.81372,0.463519313304721,1.172241483,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005067004171_Drosophila_biarmipes_part1_of1,0.85245,0.7355371900826446,2.575984002,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005067004172_Drosophila_biarmipes_part1_of1,0.88051,0.3117408906882591,0.5185124080000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005068011778_Drosophila_bipectinata_part1_of2,0.83242,0.7107438016528926,2.544427104,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005068011778_Drosophila_bipectinata_part2_of2,0.90014,0.412,0.707889905,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005070006661_Drosophila_bunnanda_part1_of1,0.87753,0.1194690265486725,0.134150679,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005070006662_Drosophila_bunnanda_part1_of1,0.85725,0.7148760330578512,2.455537779,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005071004180_Drosophila_busckii_part1_of1,0.83165,0.6964285714285714,2.533592583,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005071007432_Drosophila_busckii_part1_of1,0.87267,0.4711111111111111,1.261734221,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005072008715_Drosophila_elegans_part1_of1,0.85382,0.7272727272727273,2.557925362,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005072008716_Drosophila_elegans_part1_of1,0.87801,0.2874493927125506,0.513468858,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005073012561_Drosophila_erecta_part1_of1,0.87772,0.3441295546558705,0.505369979,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005074010565_Drosophila_eugracilis_part1_of1,0.8839,0.360323886639676,0.5186543809999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005074010571_Drosophila_eugracilis_part1_of1,0.85499,0.7231404958677685,2.5217065779999994,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005075007245_Drosophila_ficusphila_part1_of1,0.82157,0.7272727272727273,2.549258526,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005076010725_Drosophila_grimshawi_part1_of1,0.75571,0.5466101694915254,1.425083666,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005076010744_Drosophila_grimshawi_part1_of1,0.83272,0.7178423236514523,2.655697384,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005076010745_Drosophila_grimshawi_part1_of1,0.87896,0.4612244897959183,1.219502241,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005077009626_Drosophila_guanche_part1_of1,0.88299,0.4899598393574297,1.1470559670000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005077011090_Drosophila_guanche_part1_of1,0.8698,0.4899598393574297,1.1470559670000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005077011621_Drosophila_guanche_part1_of1,0.83165,0.7024793388429752,2.4362780509999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005078005510_Drosophila_hydei_part1_of1,0.87265,0.4653061224489796,1.252497798,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005078006118_Drosophila_hydei_part1_of1,0.82583,0.7095435684647302,2.634765829,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005079010340_Drosophila_innubila_part1_of1,0.82082,0.5469387755102041,1.453526738,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005079011844_Drosophila_innubila_part1_of2,0.86195,0.7136929460580913,2.574950414,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005079011844_Drosophila_innubila_part2_of2,0.86493,0.4734513274336283,1.171979017,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005080010494_Drosophila_ironensis_part1_of1,0.85814,0.7107438016528926,2.5429051799999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005080010499_Drosophila_ironensis_part1_of1,0.87176,0.3911111111111111,0.753454745,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005080012110_Drosophila_ironensis_part1_of1,0.87948,0.3826086956521739,0.7046121089999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005081003743_Drosophila_kikkawai_part1_of3,0.84476,0.7148760330578512,2.457929184,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005081003743_Drosophila_kikkawai_part2_of3,0.79307,0.3091787439613527,0.442411432,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005081004694_Drosophila_kikkawai_part1_of1,0.88078,0.2955465587044534,0.432417692,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005082012188_Drosophila_mauritiana_part1_of1,0.83393,0.7148760330578512,2.535043199,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005082012529_Drosophila_mauritiana_part1_of1,0.88263,0.3387096774193548,0.506359056,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005083008909_Drosophila_melanogaster_part1_of1,0.85263,0.71900826446281,2.538957115,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005083008910_Drosophila_melanogaster_part1_of1,0.8901,0.342741935483871,0.505684005,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005084006084_Drosophila_miranda_part1_of1,0.8877,0.5140562248995983,1.0831601670000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005084006085_Drosophila_miranda_part1_of1,0.85492,0.7066115702479339,2.404430281,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005085005288_Drosophila_mojavensis_part1_of1,0.84815,0.7012448132780082,2.683816429,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005085005289_Drosophila_mojavensis_part1_of1,0.82966,0.4938271604938271,1.220896972,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005086002813_Drosophila_navojoa_part1_of1,0.84672,0.7012448132780082,2.665458221,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005086003013_Drosophila_navojoa_part1_of1,0.86679,0.4612244897959183,1.184056326,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005087007713_Drosophila_novamexicana_part1_of1,0.86956,0.5061224489795919,1.2852794360000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005087007760_Drosophila_novamexicana_part1_of1,0.85545,0.6970954356846473,2.604042553,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005087007761_Drosophila_novamexicana_part1_of1,0.87101,0.4775510204081632,1.16947463,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005088004783_Drosophila_obscura_part1_of1,0.88567,0.4819277108433735,1.132791321,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005088004859_Drosophila_obscura_part1_of1,0.87421,0.7213114754098361,2.403296052,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081003743_Drosophila_kikkawai_part3_of3,P005088004876_Drosophila_obscura_part1_of1,0.83108,0.6983471074380165,2.4321979,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005089006354_Drosophila_persimilis_part1_of1,0.88601,0.5100401606425703,1.0792323620000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005089006356_Drosophila_persimilis_part1_of1,0.83064,0.7066115702479339,2.404430281,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005091006300_Drosophila_rhopaloa_part1_of1,0.82583,0.7148760330578512,2.563473817,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005092009946_Drosophila_santomea_part1_of1,0.85313,0.7107438016528926,2.562735222,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005092009948_Drosophila_santomea_part1_of1,0.88249,0.3238866396761133,0.5056506080000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005093013422_Drosophila_sechellia_part1_of1,0.81974,0.71900826446281,2.538987731,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005093013423_Drosophila_sechellia_part1_of1,0.88439,0.342741935483871,0.501761468,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005095004731_Drosophila_setifemur_part1_of1,0.85278,0.7160493827160495,2.544113033,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005095011902_Drosophila_setifemur_part1_of1,0.83275,0.3853211009174312,0.665665215,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005095011903_Drosophila_setifemur_part1_of1,0.87366,0.3688524590163934,0.675741189,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005097008429_Drosophila_subobscura_part1_of2,0.88804,0.4859437751004016,1.10348784,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005097008429_Drosophila_subobscura_part2_of2,0.86742,0.7020408163265306,2.369750185,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081003743_Drosophila_kikkawai_part3_of3,P005097009271_Drosophila_subobscura_part1_of1,0.8555,0.7066115702479339,2.4177777229999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005098006594_Drosophila_subpulchrella_part1_of2,0.86233,0.7306122448979592,2.5726097519999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005098006594_Drosophila_subpulchrella_part2_of2,0.88336,0.312,0.463800481,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005099002466_Drosophila_suzukii_part1_of1,0.8823,0.3117408906882591,0.483663577,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005099007453_Drosophila_suzukii_part1_of1,0.85737,0.7283950617283951,2.591446869,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005100011380_Drosophila_takahashii_part1_of2,0.84038,0.7283950617283951,2.603954488,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005100011380_Drosophila_takahashii_part2_of2,0.88581,0.308,0.470695589,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005101009090_Drosophila_teissieri_part1_of1,0.85225,0.7148760330578512,2.550911172,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005101009092_Drosophila_teissieri_part1_of1,0.88374,0.3279352226720647,0.494042404,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005102009205_Drosophila_virilis_part1_of1,0.8418,0.6970954356846473,2.604042553,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,P005102009206_Drosophila_virilis_part1_of1,0.87401,0.4653061224489796,1.196636095,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005103011421_Drosophila_willistoni_part1_of1,0.87335,0.5306122448979591,1.40105084,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081003743_Drosophila_kikkawai_part3_of3,P005103011422_Drosophila_willistoni_part1_of1,0.83653,0.7024793388429752,2.502271841,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081003743_Drosophila_kikkawai_part3_of3,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88822,0.342741935483871,0.505684005,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86349,0.7804878048780488,3.414863558,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005081004694_Drosophila_kikkawai_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.89274,0.540650406504065,1.272870917,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.89026,0.5591836734693878,1.487010149,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.88014,0.71900826446281,2.6712024649999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91694,0.4129554655870445,0.7546353670000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.88935,0.6983471074380165,2.461430225,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081004694_Drosophila_kikkawai_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.87919,0.7242798353909465,2.635799717,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.88654,0.71900826446281,2.775212101,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.83504,0.5043478260869565,1.266040501,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.87352,0.7448559670781894,2.66978302,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89207,0.3765182186234818,0.612311426,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.8587,0.7201646090534979,2.638226122,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.90633,0.4251012145748988,0.8016889229999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.88933,0.3097345132743363,0.466104935,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.88404,0.7201646090534979,2.549336797,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.85645,0.7098214285714286,2.627391601,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.88205,0.5066666666666666,1.355533239,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.8761,0.7283950617283951,2.65172438,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.8965,0.3522267206477733,0.6072678760000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.88996,0.3765182186234818,0.599168997,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.90214,0.368421052631579,0.6124533990000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.87739,0.7283950617283951,2.6155055959999998,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.85457,0.7283950617283951,2.6430575439999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.78709,0.5932203389830508,1.5188826839999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.86678,0.7355371900826446,2.749496402,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.89065,0.5102040816326531,1.313301259,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.89635,0.5263157894736843,1.240854985,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89712,0.5263157894736843,1.240854985,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.86161,0.7160493827160495,2.530077069,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.89638,0.5061224489795919,1.346296816,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.85545,0.7231404958677685,2.728564847,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86892,0.563265306122449,1.547325756,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.8841,0.71900826446281,2.668749432,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.8835,0.5088495575221239,1.265778035,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.88318,0.7119341563786008,2.6367041979999994,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.89323,0.4,0.847253763,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.90601,0.408695652173913,0.7984111269999999,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.87314,0.7201646090534979,2.551728202,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.80963,0.0096618357487923,0.00999375,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.89815,0.2955465587044534,0.432417692,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.86976,0.7283950617283951,2.628842217,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.89723,0.3643724696356275,0.6001580740000001,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.87693,0.7283950617283951,2.632756133,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.9004,0.3562753036437247,0.599483023,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.89998,0.5182186234817814,1.176959185,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.87738,0.7201646090534979,2.498229299,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.88414,0.7148760330578512,2.777615447,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.84783,0.525,1.31469599,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.88476,0.7148760330578512,2.759257239,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.89685,0.5061224489795919,1.277855344,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.89339,0.5428571428571429,1.379078454,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.87973,0.7148760330578512,2.697841571,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.89705,0.5224489795918368,1.263273648,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.89987,0.5263157894736843,1.226590339,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.9008,0.709016393442623,2.4970950700000003,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005081004694_Drosophila_kikkawai_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.86675,0.7201646090534979,2.525996918,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.89984,0.51417004048583,1.17303138,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.86751,0.7201646090534979,2.498229299,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.86212,0.7283950617283951,2.657272835,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.87549,0.7242798353909465,2.65653424,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.89719,0.3643724696356275,0.599449626,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.85447,0.7283950617283951,2.632786749,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005081004694_Drosophila_kikkawai_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.89397,0.3562753036437247,0.595560486,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005081004694_Drosophila_kikkawai_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.87588,0.7049180327868853,2.637912051,Cluster_1,Cluster_2,Cluster_1_Cluster_2
