protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005087007713_Drosophila_novamexicana_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.92649,0.41056910569105687,0.679630328
P005087007713_Drosophila_novamexicana_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.87755,0.6694214876033058,2.090771083
P005087007713_Drosophila_novamexicana_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.91594,0.44715447154471544,1.185931995
P005087007760_Drosophila_novamexicana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.86427,0.7295081967213115,2.509106033
P005087007760_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.88391,0.6694214876033058,2.086334258
P005087007760_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88253,0.7219917012448133,2.3722635899999998
P005087007760_Drosophila_novamexicana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.90663,0.11155378486055778,0.139826008
P005087007760_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88645,0.6818181818181819,2.5695352220000003
P005087007760_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.90237,0.6910569105691057,2.131671136
P005087007760_Drosophila_novamexicana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.90537,0.1807228915662651,0.36780546
P005087007760_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.91733,0.12749003984063745,0.180751732
P005087007760_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.8204,0.6460176991150443,2.0795038420000003
P005087007760_Drosophila_novamexicana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.94797,0.1606425702811245,0.401788763
P005087007760_Drosophila_novamexicana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.87338,0.7066115702479339,2.5175235149999997
P005087007760_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.92026,0.1686746987951807,0.370231865
P005087007760_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.87179,0.6942148760330579,2.616588778
P005087007760_Drosophila_novamexicana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.86435,0.6844444444444444,2.637729796
P005087007760_Drosophila_novamexicana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.94806,0.17269076305220887,0.28134254000000003
P005087007760_Drosophila_novamexicana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.88281,0.07964601769911506,0.150674424
P005087007760_Drosophila_novamexicana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.85576,0.6991150442477876,2.16899658
P005087007760_Drosophila_novamexicana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.94908,0.1887550200803213,0.383730123
P005087007760_Drosophila_novamexicana_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.87592,0.6942148760330579,2.512479965
P005087007760_Drosophila_novamexicana_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.86394,0.6942148760330579,2.504381086
P005087007760_Drosophila_novamexicana_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.88325,0.7066115702479339,2.517665488
P005087007760_Drosophila_novamexicana_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.95671,0.16465863453815266,0.347511339
P005087007760_Drosophila_novamexicana_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.9248,0.19277108433734935,0.375063287
P005087007760_Drosophila_novamexicana_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.77681,0.7025862068965517,2.332346025
P005087007760_Drosophila_novamexicana_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.93438,0.12096774193548387,0.133135247
P005087007760_Drosophila_novamexicana_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.88082,0.6846473029045643,2.1267646
P005087007760_Drosophila_novamexicana_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.89256,0.6983471074380165,2.412502084
P005087007760_Drosophila_novamexicana_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.86076,0.6983471074380165,2.412502084
P005087007760_Drosophila_novamexicana_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.91935,0.19678714859437751,0.340892162
P005087007760_Drosophila_novamexicana_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.88697,0.6748971193415638,2.159760157
P005087007760_Drosophila_novamexicana_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.90829,0.11199999999999999,0.134104478
P005087007760_Drosophila_novamexicana_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.8476,0.6721991701244814,2.432579197
P005087007760_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.93461,0.10756972111553786,0.137372975
P005087007760_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.84063,0.6651982378854626,2.079241376
P005087007760_Drosophila_novamexicana_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.95177,0.16465863453815266,0.368709941
P005087007760_Drosophila_novamexicana_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.86339,0.7244444444444444,2.662153618
P005087007760_Drosophila_novamexicana_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.87553,0.7,2.422011756
P005087007760_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.8911,0.17670682730923692,0.28373394500000004
P005087007760_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.77233,0.6941747572815534,2.7078353109999997
P005087007760_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.86201,0.6970954356846473,2.6040425529999998
P005087007760_Drosophila_novamexicana_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.86963,0.7148760330578512,2.6978415709999997
P005087007760_Drosophila_novamexicana_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.91093,0.17670682730923692,0.36084795999999997
P005087007760_Drosophila_novamexicana_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.8831,0.7024793388429752,2.505370163
P005087007760_Drosophila_novamexicana_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.95105,0.17269076305220887,0.364761876
P005087007760_Drosophila_novamexicana_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.87531,0.6983471074380165,2.5046951120000003
P005087007760_Drosophila_novamexicana_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.88,0.7107438016528926,2.348606284
P005087007760_Drosophila_novamexicana_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.91415,0.19678714859437751,0.309044392
P005087007760_Drosophila_novamexicana_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.90017,0.12749003984063745,0.183155078
P005087007760_Drosophila_novamexicana_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.84174,0.6652542372881356,2.128159331
P005087007760_Drosophila_novamexicana_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.89781,0.124,0.16479687
P005087007760_Drosophila_novamexicana_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.87669,0.6514522821576764,2.091318685
P005087007760_Drosophila_novamexicana_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.87533,0.6804979253112033,2.192541795
P005087007760_Drosophila_novamexicana_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.87345,0.6556016597510373,2.076736989
P005087007760_Drosophila_novamexicana_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.88618,0.6900826446280992,2.398237438
P005087007760_Drosophila_novamexicana_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.8575,0.689516129032258,2.167335981
P005087007760_Drosophila_novamexicana_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.89793,0.21285140562248994,0.336812011
P005087007760_Drosophila_novamexicana_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.88232,0.7107438016528926,2.344678479
P005087007760_Drosophila_novamexicana_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.9033,0.19678714859437751,0.309044392
P005087007760_Drosophila_novamexicana_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.92933,0.1807228915662651,0.389278578
P005087007760_Drosophila_novamexicana_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.9465,0.18473895582329314,0.388539983
P005087007760_Drosophila_novamexicana_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86713,0.6983471074380165,2.504661715
P005087007760_Drosophila_novamexicana_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.91997,0.17269076305220887,0.36479249199999997
P005087007760_Drosophila_novamexicana_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.87535,0.6983471074380165,2.500772575
P005087007760_Drosophila_novamexicana_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.91616,0.19678714859437751,0.369917794
P005087007760_Drosophila_novamexicana_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.83007,0.7201834862385321,2.574364088
P005087007760_Drosophila_novamexicana_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.86714,0.7071129707112971,2.4991457859999997
P005087007760_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.88054,0.6983471074380165,2.3689339570000003
P005087007760_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86821,0.6935483870967742,2.133790114
P005087007760_Drosophila_novamexicana_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.91388,0.20481927710843373,0.322391834
P005087007760_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.93496,0.1807228915662651,0.39841451299999997
P005087007760_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.8782,0.7024793388429752,2.462811588
P005087007760_Drosophila_novamexicana_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.87435,0.7107438016528926,2.482674684
P005087007760_Drosophila_novamexicana_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.9162,0.19277108433734935,0.41725163
P005087007760_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.90031,0.19277108433734935,0.42975924899999995
P005087007760_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.88935,0.6983471074380165,2.469706696
P005087007760_Drosophila_novamexicana_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.94404,0.17670682730923692,0.37671593299999995
P005087007760_Drosophila_novamexicana_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.87039,0.6942148760330579,2.4930535110000003
P005087007760_Drosophila_novamexicana_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.92386,0.0,0.0
P005087007760_Drosophila_novamexicana_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.87804,0.6639004149377593,2.103898454
P005087007760_Drosophila_novamexicana_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.88636,0.6666666666666667,2.308313199
P005087007760_Drosophila_novamexicana_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.93185,0.1325301204819277,0.205356422
P005087007760_Drosophila_novamexicana_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.87757,0.6983471074380165,2.5046951120000003
P005087007761_Drosophila_novamexicana_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.89881,0.7673469387755102,2.7937589760000003
P005087007761_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.93717,0.2682926829268293,0.40296824100000006
P005087007761_Drosophila_novamexicana_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.91666,0.4552845528455285,0.9376956670000001
P005087007761_Drosophila_novamexicana_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87945,0.6556016597510373,2.0500978830000003
P005087007761_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91424,0.46341463414634143,1.134967299
P005087007761_Drosophila_novamexicana_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.89954,0.6611570247933884,1.840325643
P005087007761_Drosophila_novamexicana_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.88898,0.6694214876033058,2.014695135
P005087007761_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.89182,0.6721991701244814,2.154107519
P005087007761_Drosophila_novamexicana_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.87194,0.21212121212121215,0.27202959699999996
P005087007761_Drosophila_novamexicana_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.88806,0.6652892561983471,2.048678438
P005087007761_Drosophila_novamexicana_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.92413,0.4512195121951219,1.082955592
P005087007761_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.87294,0.6570247933884297,2.01712154
P005087007761_Drosophila_novamexicana_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.90207,0.46341463414634143,1.182020855
P005087007761_Drosophila_novamexicana_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.89029,0.4642857142857143,1.203161873
P005087007761_Drosophila_novamexicana_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.89755,0.6487603305785123,1.928232215
P005087007761_Drosophila_novamexicana_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.85584,0.6607142857142857,2.006287019
P005087007761_Drosophila_novamexicana_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.89661,0.2977777777777778,0.485630563
P005087007761_Drosophila_novamexicana_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.88956,0.6694214876033058,2.030619798
P005087007761_Drosophila_novamexicana_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.93508,0.45934959349593496,1.077912042
P005087007761_Drosophila_novamexicana_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89603,0.4390243902439024,1.069813163
P005087007761_Drosophila_novamexicana_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.96502,0.44715447154471544,1.0830975649999999
P005087007761_Drosophila_novamexicana_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.89049,0.6694214876033058,1.994401014
P005087007761_Drosophila_novamexicana_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.8611,0.6735537190082644,2.021952962
P005087007761_Drosophila_novamexicana_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.80337,0.3924050632911392,0.7941153320000001
P005087007761_Drosophila_novamexicana_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.87195,0.6680497925311204,2.12839182
P005087007761_Drosophila_novamexicana_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.93569,0.35365853658536583,0.588533907
P005087007761_Drosophila_novamexicana_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.92966,0.3902439024390244,0.9779341609999999
P005087007761_Drosophila_novamexicana_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89848,0.3902439024390244,0.9779341609999999
P005087007761_Drosophila_novamexicana_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.86914,0.6528925619834711,1.908972487
P005087007761_Drosophila_novamexicana_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.9364,0.23170731707317072,0.35228591200000003
P005087007761_Drosophila_novamexicana_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.8753,0.6804979253112033,2.1074602650000003
P005087007761_Drosophila_novamexicana_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.93122,0.47560975609756095,0.998011274
P005087007761_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90225,0.6639004149377593,2.04764485
P005087007761_Drosophila_novamexicana_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.89752,0.2290748898678414,0.39587535900000004
P005087007761_Drosophila_novamexicana_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.89584,0.6694214876033058,2.015599616
P005087007761_Drosophila_novamexicana_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.89618,0.4732142857142857,1.227585695
P005087007761_Drosophila_novamexicana_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.90574,0.4454148471615721,0.9874438329999999
P005087007761_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.88551,0.6528925619834711,1.93062362
P005087007761_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.81128,0.5145631067961165,1.273267388
P005087007761_Drosophila_novamexicana_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.89522,0.4775510204081632,1.16947463
P005087007761_Drosophila_novamexicana_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.90419,0.5224489795918368,1.263273648
P005087007761_Drosophila_novamexicana_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.88348,0.6652892561983471,2.0077376350000002
P005087007761_Drosophila_novamexicana_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.91944,0.4349593495934959,1.07080224
P005087007761_Drosophila_novamexicana_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.88996,0.6694214876033058,2.011651551
P005087007761_Drosophila_novamexicana_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.93017,0.4349593495934959,1.070127189
P005087007761_Drosophila_novamexicana_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.98615,0.4065040650406504,0.914038361
P005087007761_Drosophila_novamexicana_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.91749,0.6528925619834711,1.877124717
P005087007761_Drosophila_novamexicana_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.87147,0.6680497925311204,2.156510865
P005087007761_Drosophila_novamexicana_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.91171,0.23236514522821572,0.320685086
P005087007761_Drosophila_novamexicana_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.88092,0.6680497925311204,2.138152657
P005087007761_Drosophila_novamexicana_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.94625,0.21544715447154472,0.28384444
P005087007761_Drosophila_novamexicana_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.96949,0.2479674796747967,0.320836968
P005087007761_Drosophila_novamexicana_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.89047,0.6556016597510373,2.076736989
P005087007761_Drosophila_novamexicana_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.94186,0.4065040650406504,0.9636695150000001
P005087007761_Drosophila_novamexicana_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.89585,0.6612244897959183,1.8759904879999998
P005087007761_Drosophila_novamexicana_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.88714,0.6528925619834711,1.904892336
P005087007761_Drosophila_novamexicana_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.9402,0.4065040650406504,0.910110556
P005087007761_Drosophila_novamexicana_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.88332,0.6528925619834711,1.877124717
P005087007761_Drosophila_novamexicana_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.86829,0.6570247933884297,2.036168253
P005087007761_Drosophila_novamexicana_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.89055,0.6652892561983471,2.035429658
P005087007761_Drosophila_novamexicana_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.93202,0.426829268292683,1.070093792
P005087007761_Drosophila_novamexicana_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.86217,0.6652892561983471,2.011682167
P005087007761_Drosophila_novamexicana_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.92673,0.4349593495934959,1.066204652
P005087007761_Drosophila_novamexicana_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.91,0.6625514403292181,2.016807469
P005087007761_Drosophila_novamexicana_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.854,0.463302752293578,1.139796165
P005087007761_Drosophila_novamexicana_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.89792,0.49382716049382713,1.064577863
P005087007761_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.96128,0.3943089430894309,0.934366034
P005087007761_Drosophila_novamexicana_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.91289,0.6422764227642277,1.8424446209999998
P005087007761_Drosophila_novamexicana_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.91572,0.6487603305785123,1.890472159
P005087007761_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.89,0.6666666666666667,2.045304188
P005087007761_Drosophila_novamexicana_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.93265,0.44715447154471544,1.028243665
P005087007761_Drosophila_novamexicana_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.92318,0.4512195121951219,1.0481067609999999
P005087007761_Drosophila_novamexicana_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.90042,0.6748971193415638,2.064141305
P005087007761_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.87727,0.6666666666666667,2.076648924
P005087007761_Drosophila_novamexicana_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.9157,0.4349593495934959,1.035138773
P005087007761_Drosophila_novamexicana_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.88957,0.6652892561983471,2.023605608
P005087007761_Drosophila_novamexicana_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.92717,0.4390243902439024,1.058485588
P005087007761_Drosophila_novamexicana_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.88557,0.6556016597510373,2.076736989
P005087007761_Drosophila_novamexicana_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.95365,0.06504065040650409,0.069173283
P005087007761_Drosophila_novamexicana_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.93095,0.35365853658536583,0.5638255219999999
P005087007761_Drosophila_novamexicana_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.87573,0.6487603305785123,1.974966277
P005087007761_Drosophila_novamexicana_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.92684,0.4349593495934959,1.070127189
P005088004783_Drosophila_obscura_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.91298,0.7991967871485943,3.1152594249999996
P005088004783_Drosophila_obscura_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.95013,0.43426294820717126,0.973266784
P005088004783_Drosophila_obscura_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.88858,0.5203252032520325,1.1874060160000002
P005088004783_Drosophila_obscura_part1_of1,P005064013138_Drosophila_albomicans_part1_of1,0.87139,0.6859504132231404,2.3715983320000005
P005088004783_Drosophila_obscura_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.91199,0.4841269841269841,1.09828399
P005088004783_Drosophila_obscura_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.88982,0.6885245901639344,2.161826092
P005088004783_Drosophila_obscura_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.88562,0.7119341563786008,2.3361955840000004
P005088004783_Drosophila_obscura_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.88375,0.7008196721311475,2.4756079680000003
P005088004783_Drosophila_obscura_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.84451,0.4155844155844156,0.9664363680000001
P005088004783_Drosophila_obscura_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.87864,0.7119341563786008,2.3701788870000002
P005088004783_Drosophila_obscura_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.89595,0.44758064516129037,1.046272283
P005088004783_Drosophila_obscura_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.85845,0.7037037037037037,2.3386219890000004
P005088004783_Drosophila_obscura_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.89058,0.46370967741935487,1.145337546
P005088004783_Drosophila_obscura_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.87163,0.4823008849557522,1.1664785640000002
P005088004783_Drosophila_obscura_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.88729,0.6995884773662551,2.249732664
P005088004783_Drosophila_obscura_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.84352,0.7022222222222223,2.3277874680000004
P005088004783_Drosophila_obscura_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.87891,0.4424778761061947,1.055929106
P005088004783_Drosophila_obscura_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.88089,0.7201646090534979,2.352120247
P005088004783_Drosophila_obscura_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.90192,0.43145161290322576,1.041228733
P005088004783_Drosophila_obscura_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.89069,0.4233870967741935,1.0331298540000002
P005088004783_Drosophila_obscura_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.92853,0.42741935483870963,1.046414256
P005088004783_Drosophila_obscura_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.88409,0.7160493827160495,2.315901463
P005088004783_Drosophila_obscura_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.85035,0.7201646090534979,2.343453411
P005088004783_Drosophila_obscura_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.76977,0.5147679324894514,1.219278551
P005088004783_Drosophila_obscura_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.86411,0.7066115702479339,2.4498922690000002
P005088004783_Drosophila_obscura_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.94858,0.46341463414634143,1.013697126
P005088004783_Drosophila_obscura_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.95149,0.15936254980079678,0.19438659200000002
P005088004783_Drosophila_obscura_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.89521,0.15936254980079678,0.19438659200000002
P005088004783_Drosophila_obscura_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.85692,0.691358024691358,2.230472936
P005088004783_Drosophila_obscura_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.92399,0.4390243902439024,1.046692683
P005088004783_Drosophila_obscura_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.85756,0.7066115702479339,2.4289607140000005
P005088004783_Drosophila_obscura_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.86326,0.532520325203252,1.247721623
P005088004783_Drosophila_obscura_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.89067,0.7008196721311475,2.3691452990000004
P005088004783_Drosophila_obscura_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.87162,0.4493392070484582,0.966173902
P005088004783_Drosophila_obscura_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.8869,0.7078189300411523,2.337100065
P005088004783_Drosophila_obscura_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.88367,0.4823008849557522,1.190902386
P005088004783_Drosophila_obscura_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.88382,0.48484848484848486,0.950760524
P005088004783_Drosophila_obscura_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.88315,0.7061224489795919,2.252124069
P005088004783_Drosophila_obscura_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.78833,0.5169082125603865,1.236584079
P005088004783_Drosophila_obscura_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.88912,0.4819277108433735,1.132791321
